temperature_c,humidity_pct,aqi,comfortable
30.614286312275233,74.07727546291889,145.7098777593897,0
-12.945802832233198,99.58064656720845,60.41824375390553,0
41.61772958847972,4.0977308757758735,53.68644245785242,0
20.657843777717307,24.491943466143383,4.671745927763427,1
-57.75694477460556,59.77407483835645,489.1781755011427,0
56.83090571277827,41.519445332526374,327.54045109235955,0
28.948161258745884,63.75562065466429,160.61855960290393,1
32.188359686004,58.64043331387857,289.5392985600244,0
-53.345227752179035,78.79894678995095,309.53697496569816,0
-11.449828073576272,7.0902920140745955,91.46447980550055,1
-21.79625684976444,44.06160699284484,144.43409077677865,0
50.47944855031824,86.00537896898004,273.63887697689125,0
13.70246561048639,36.27619053469616,419.8972497038784,0
36.9590097252079,50.37888052702454,64.7943325910711,0
-12.356154152446953,2.1578626293633274,429.16787261808867,0
-40.45896616797901,22.417389508429853,304.493054356493,0
2.0960223120585244,46.36551215823466,244.8296720934992,0
-61.703756706457206,39.89681262643436,71.97019994246651,1
37.59205235903567,71.46548769101429,274.95192849124305,1
12.11637188586843,61.187998159154446,176.81580388150053,0
28.551406211098598,88.02825221644987,94.48358284382519,0
-23.911624143117113,85.47707016974012,439.98672315044536,0
56.190743171337424,24.12198407663095,230.28632538137572,0
46.1057457718857,1.7638729033870981,39.87801611346442,0
31.189854619589042,85.44707697037623,151.06934607604856,0
-44.696967979244214,32.91208641050329,90.75244007162486,0
-9.326269515485556,34.71097092406,469.6225827505641,0
-64.30551044766025,15.839479819847412,121.53098560643194,0
-49.94236603121878,69.30072661472327,253.19835378086208,0
18.796363921519102,28.010891836079477,372.76124556015526,1
26.81908026801623,17.674310106224368,79.2554381531142,0
55.7762652164473,50.339074106157824,218.74379780319876,0
-27.642703442040247,75.04159059214425,326.64070137157665,0
-21.840238215467046,26.95985975249683,440.9768621838912,0
-8.95774453414497,72.20390009888507,327.0515860862248,0
-45.36872331904286,46.197510967107135,40.04192405028867,1
-53.11020430638869,40.377272323910184,160.780731556099,0
-8.158359590628613,35.952086813616916,175.46610093248276,0
-40.50178462338506,14.558096531945985,194.13672461488912,0
17.075819308726345,33.263376684922754,470.80926961266493,1
-13.170250546597003,87.9251530627482,17.8516760798616,0
38.24816548751887,10.216692447205865,151.08680719238322,0
21.034463260292384,95.83000151018027,246.22796066674218,1
-29.39233662033466,10.749652748781791,43.19801212221447,0
38.193774181376135,36.20316422993538,241.76898036538063,1
34.61936647458424,60.63061738005442,53.56445860527553,1
-19.62781072607732,83.78414036081486,418.8911073495352,0
-32.51734648906827,14.358281807400397,135.0421959341131,0
18.724415516746813,14.110222405843187,261.50559125261117,0
-51.832177130789724,62.83781246617257,309.158927185299,0
-44.01193367823592,29.274663240477793,152.86280852855754,0
-69.04290493236928,64.45020970179904,175.6573498914147,0
32.30016907527799,82.05832029295308,255.258026957214,0
16.430611356964178,7.687051098754505,402.71734942259576,0
21.671499221423563,84.44941230777826,226.34593850791413,1
31.494774032855826,3.758535635444138,245.4479621677374,0
-10.340949180015805,89.8826185288813,297.9324682543797,0
3.936355473876186,97.56181416000317,212.60571991477516,0
-51.82639024340453,66.74552024607826,363.0391781381628,0
-55.11109044032345,98.42553049441739,2.4538036470615476,0
16.892385032761315,82.19918421286039,241.50986725662514,1
-8.757493201392773,4.436550013381291,461.50809003877026,0
3.4806938425545475,0.38109442024668594,307.9518840769989,1
29.449851464083324,2.0798489422265587,243.1998712224616,0
12.513381600076805,45.19069599193807,386.0124177357332,1
